SMILES,pKa
CC(=O)O[C@@H]([C@H]1C[C@@H](C)[C@H]2[C@H](O1)[C@H](O)[C@@]1(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O[C@H]5C[NH2+]CCO5)CC[C@@]45C[C@@]35CC[C@]21C)C(C)(C)O,7.7
CC(=O)Oc1c(C)cc(OCC(O)C[NH2+]C(C)C)c(C)c1C,9.54
CC(=O)Oc1cc(C(C)C)c(OCC[NH+](C)C)cc1C,8.72
CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,7.95
CC(=O)Oc1cccc2cccc(O)c12,9.69
CC(=O)Oc1cccc2cccnc12,3.3
CC(=O)Oc1ccccc1C(=O)NCC(=O)[O-],3.77
CC(=O)Oc1ccccc1C(=O)[O-],3.5
CC(=O)SCC[NH+](C)C,8.27
CC(=O)Sc1ccc(O)cc1,8.88
CC(=O)[C@@H]1C[C@@H]1C(=O)[O-],4.19
CC(=O)[C@@H]1C[C@H](C(=O)[O-])C1(C)C,4.63
CC(=O)[C@H]1CC=CC[C@@H]1C(=O)[O-],4.4
CC(=O)[C@H]1C[C@@H](CC(=O)[O-])C1(C)C,4.82
CC(=O)[NH+]=C(N(C)C)N(C)C,7.5
CC(=O)c1cc(C(=O)C(C)(C)C)n[nH]1,9.7
CC(=O)c1cc(C(=O)c2ccccc2)[nH]n1,9.01
CC(=O)c1cc(C(C)=O)[nH]n1,8.98
CC(=O)c1cc(C)c(C)cc1O,11.56
CC(=O)c1ccc(/N=N/c2c(N)n[nH]c2N)cc1,3.32
CC(=O)c1ccc(C(=O)[O-])cc1,3.72
CC(=O)c1ccc(C(=O)[O-])s1,3.0
CC(=O)c1ccc(CC(=O)[O-])s1,3.8
CC(=O)c1ccc(Cc2c3ccccc3nc3ccccc23)cc1,6.12
CC(=O)c1ccc(N)cc1,2.385
CC(=O)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,6.12
CC(=O)c1ccc(O)c2ncccc12,5.86
CC(=O)c1ccc(O)cc1,7.9
CC(=O)c1ccc([N-]S(=O)(=O)c2ccccc2)cc1,6.94
CC(=O)c1ccc([S-])cc1,5.33
CC(=O)c1cccc(C(=O)[O-])c1,3.84
CC(=O)c1cccc(N)c1,3.61
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,3.75
CC(=O)c1cccc(O)c1,9.12
CC(=O)c1ccccc1C(=O)[O-],4.15
CC(=O)c1ccccc1N,2.31
CC(=O)c1ccccc1N=NC(C(=O)c1ccccc1)=C(O)c1ccccc1,9.2
CC(=O)c1ccccc1O,10.37
CC(=O)c1cccnc1,3.32
CC(=O)c1ccn[nH]1,11.85
CC(=O)c1ccncc1,3.6
CC(=O)n1ccnc1,3.6
CC(=O)n1ccnc1C,5.03
CC(=S)Nc1ccc(Cl)cc1,11.06
CC(=S)Nc1ccccc1,11.56
CC(=[NH2+])N1C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,10.74
CC(=[NH2+])N1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,10.92
CC(Br)C(=O)[O-],2.97
CC(C#N)(CC(=O)[O-])c1ccccc1,3.99
CC(C#N)(Cc1ccccc1)C(=O)[O-],2.29
CC(C#N)C(=O)[O-],2.37
CC(C#N)C(C)(C)C(=O)[O-],3.97
CC(C#N)CC(=O)[O-],3.95
CC(C#N)CN,7.75
CC(C(=O)[O-])C(C#N)c1ccccc1,3.7
CC(C(=O)[O-])c1ccc(-c2ccccc2)c(F)c1,4.386667
CC(C(=O)[O-])c1ccc(C(=O)c2cccs2)cc1,4.0
CC(C(=O)[O-])c1ccc(N2Cc3ccccc3C2=O)cc1,4.6
CC(C(=O)[O-])c1ccc2c(c1)[nH]c1ccc(Cl)cc12,4.7
CC(C(=O)[O-])c1ccc2oc(-c3ccc(Cl)cc3)nc2c1,6.9
CC(C(=O)[O-])c1cccc(C(=O)c2ccccc2)c1,4.353333
CC(C(=O)[O-])c1cccc(Oc2ccccc2)c1,4.5
CC(C(=O)[O-])c1cccc2nc(-c3ccc(Cl)cc3)oc12,6.25
CC(C(=O)[O-])c1cccc2nc(-c3ccccc3)oc12,6.2
CC(C(N)=O)S(=O)(=O)NC(N)=O,5.21
CC(C(N)=O)S(N)(=O)=O,9.86
CC(C(O)c1ccccc1)[NH+](C)C,9.3
CC(C)(C#N)CC(=O)[O-],4.04
CC(C)(C(=O)[O-])C(C#N)c1ccccc1,3.95
CC(C)(C(=O)[O-])C(C(N)=O)c1ccccc1,4.8
CC(C)(C(=O)[O-])c1nnnn1C1CCCCC1,3.7
CC(C)(C(N)=O)S(=O)(=O)NC(N)=O,5.15
CC(C)(C(N)=O)S(N)(=O)=O,9.92
CC(C)(C)/C(N)=[NH+]/O,5.8
CC(C)(C)C#CC(=O)[O-],2.66
CC(C)(C)C(=O)C(=O)[O-],2.3
CC(C)(C)C(=O)C=C(O)C(C)(C)C,11.77
CC(C)(C)C(=O)C[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.0
CC(C)(C)C(=O)NO,9.59
CC(C)(C)C(=O)[O-],5.04
CC(C)(C)C(=O)c1ccc2n1CCC2C(=O)[O-],3.57
CC(C)(C)C(O)C[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,9.2
CC(C)(C)C1CCC(CC2=C(OCOP(=O)([O-])[O-])C(=O)c3ccccc3C2=O)CC1,2.28
CC(C)(C)C1CCC(CC2=C(OP(=O)([O-])[O-])C(=O)c3ccccc3C2=O)CC1,2.68
CC(C)(C)C1CCn2nnnc2C(C(=O)[O-])C1,4.4
CC(C)(C)CC#CC(=O)[O-],2.54
CC(C)(C)CC(=O)[O-],5.01
CC(C)(C)CC(=O)n1ccnc1,3.8
CC(C)(C)CC(C)(C)[NH3+],10.84
CC(C)(C)CCC(=O)[O-],4.83
CC(C)(C)CCCC(=O)[O-],4.88
CC(C)(C)CCCCc1ccc(O)cc1,11.22
CC(C)(C)CC[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,8.7
CC(C)(C)CC[NH+]1CC[C@@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,6.7
CC(C)(C)CC[NH+]1CC[C@H](CNC(=O)c2cc(Cl)cc(Cl)c2)[C@H](F)C1,7.9
CC(C)(C)CNc1ccccc1,4.17
CC(C)(C)COCC(O)C[NH2+]C(C)(C)C,9.68
CC(C)(C)C[NH3+],10.17
CC(C)(C)Cc1ccc(O)cc1,10.71
CC(C)(C)Cc1ccccc1O,10.69
CC(C)(C)N(O)C(=O)c1ccccc1,10.1
CC(C)(C)N1NC2CCC1C2,9.12
CC(C)(C)N1NC2CCC1C21CC1,9.33
CC(C)(C)N1NC2CCC1CC2,9.54
CC(C)(C)NC(=O)C[NH+]1CCC(CNC(=O)c2cc(Cl)cc(Cl)c2)CC1,7.6
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,6.8
CC(C)(C)NNC(C)(C)C,8.31
CC(C)(C)Nc1ccccc1,7.15
CC(C)(C)OC(=O)NC(CCC(N)=O)C(=O)[O-],3.66
CC(C)(C)OC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(N)nc1)C(C1CCCCC1)C1CCCCC1,6.5
CC(C)(C)OC(=O)Nc1ccc(OC(=O)Nc2cc(Cl)ccc2O)cc1,9.8
CC(C)(C)OC(=O)[N-]S(=O)(=O)c1ccc(S(C)(=O)=O)cc1,3.76
CC(C)(C)OOCC(=O)[O-],3.49
CC(C)(C)OOCCC(=O)[O-],4.36
CC(C)(C)S,11.14
CC(C)(C)SC(=N)c1ccccc1,9.24
CC(C)(C)[C@@]1(O)CC[NH+]2C[C@@H]3c4ccccc4CCc4cccc(c43)[C@H]2C1,5.9
CC(C)(C)[C@H]1CC[C@H](CC2=C([O-])c3ccccc3C(=O)C2=O)CC1,5.7
CC(C)(C)[C@]1(O)CC[NH+]2C[C@@H](c3ccccc3)c3ccccc3[C@@H]2C1,7.03
CC(C)(C)[C@]1(O)CC[NH+]2C[C@H]3c4ccccc4CCc4cccc(c43)[C@@H]2C1,7.15
CC(C)(C)[NH+]1C2CCCC21,9.22
CC(C)(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10.0
CC(C)(C)[NH+]1CCCC(=O)C(O)CCC1,7.6
CC(C)(C)[NH2+]C1CCCCC1,11.34
CC(C)(C)[NH2+]CC(O)COC(C1CC1)C1CC1,9.63
CC(C)(C)[NH2+]CC(O)COCC1CC1,9.73
CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCC(=O)N2,9.2
CC(C)(C)[NH2+]CC(O)COc1cccc2c1C[C@H](O)[C@H](O)C2,9.735
CC(C)(C)[NH2+]CC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,9.7
CC(C)(C)[NH2+]CCO,10.11
CC(C)(C)[NH2+]C[C@@H](O)COc1cccc2c1CCCC2=O,9.3
CC(C)(C)[NH2+]C[C@@H](O)COc1ccccc1C1CCCC1,9.3
CC(C)(C)[NH2+]C[C@H](O)COc1ccccc1C1CCCC1,9.92
CC(C)(C)[NH2+]C[C@H](O)COc1nsnc1N1CCOCC1,9.226
CC(C)(C)[NH3+],10.765
CC(C)(C)c1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2)C1,7.8
CC(C)(C)c1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2Cl)C1,7.4
CC(C)(C)c1[nH]c2ccccc2c1C1CCC[NH+](Cc2ccc(CCC(=O)N=O)cc2F)C1,7.3
CC(C)(C)c1cc(/C=C/Cl)cc(C(C)(C)C)c1O,11.82
CC(C)(C)c1cc(N)cc(C(C)(C)C)c1,4.97
CC(C)(C)c1ccc(-c2c([O-])c2=O)cc1,2.21
CC(C)(C)c1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.42
CC(C)(C)c1ccc(C(=O)[O-])cc1,4.36
CC(C)(C)c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,8.6
CC(C)(C)c1ccc(N)cc1,4.95
CC(C)(C)c1ccc(O)cc1,10.303333
CC(C)(C)c1ccc(SCC(=O)[O-])cc1,3.76
CC(C)(C)c1ccc2c(c1)C(=O)NC2=O,10.21
CC(C)(C)c1cccc(C(C)(C)C)n1,4.95
CC(C)(C)c1cccc(CN[C@H]2CS(=O)(=O)C[C@@H](Cc3cc(F)c(N)c(OC(C(F)(F)F)C(F)(F)F)c3)[C@@H]2O)c1,5.7
CC(C)(C)c1ccccc1C(=O)[O-],3.53
CC(C)(C)c1ccccc1N,3.78
CC(C)(C)c1ccccc1Nc1c2ccccc2nc2ccccc12,7.62
CC(C)(C)c1ccccc1O,11.3
CC(C)(C)c1ccccn1,5.72
CC(C)(C)c1cccnc1,5.82
CC(C)(C)c1ccnc(C(C)(C)C)c1,6.7
CC(C)(C)c1ccncc1,5.95
CC(C)(C)c1cn2nc(S(N)(=O)=O)sc2[nH+]1,6.94
CC(C)(C)n1ccnc1,7.35
CC(C)(CCC(CO[N+](=O)[O-])O[N+](=O)[O-])C(=O)Oc1ccccc1C(=O)[O-],3.69
CC(C)(CO[N+](=O)[O-])C(=O)Oc1ccccc1C(=O)[O-],3.69
CC(C)(Cl)C(=O)[O-],2.97
CC(C)(N)C#N,5.3
CC(C)(O)C(=O)[O-],4.04
CC(C)(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,3.76
CC(C)(O)C(C(=O)[O-])c1ccc(C2CCCCC2)cc1,3.76
CC(C)(O)CCS(=O)(=O)c1ccc(S(N)(=O)=O)cc1,9.28
CC(C)(O)CCSc1ccc(S(N)(=O)=O)cc1,10.0
CC(C)(O)c1ccn2ccnc2c1,7.2
CC(C)(O)c1ccn2ccnc2c1F,5.4
CC(C)(Oc1cc2c(c(Cl)c1Cl)C(=O)C(C)(C1CCCC1)C2)C(=O)[O-],3.7
CC(C)([NH3+])C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CCc3ccccc32)CC1,7.9
CC(C)([NH3+])CNC(=O)CC1CCC2(CC1)COC1(OO2)C2CC3CC(C2)CC1C3,9.05
CC(C)([NH3+])CNC(=O)CC1CCC2(CC1)OOC1(OO2)C2CC3CC(C2)CC1C3,9.05
CC(C)([NH3+])CNC(=O)C[C@H]1CC[C@@]2(CC1)C[C@@]1(OO2)C2CC3CC(C2)CC1C3,9.05
CC(C)([NH3+])CNC(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,9.05
CC(C)([NH3+])CO,9.74
CC(C)([NH3+])Cc1ccccc1,10.13
CC(C)([NH3+])c1ccccc1,10.38
CC(C)/C=C/C(=O)[O-],4.7
CC(C)=C(C#N)C(=O)[O-],3.04
CC(C)=C(C(N)=O)C(=O)[O-],3.95
CC(C)=CC(=O)[O-],5.12
CC(C)=CCC(=O)[O-],4.6
CC(C)=CCC1C(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)CC(C)C)=C1[O-],6.18
CC(C)=CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,10.75
CC(C)=CC[C@@H]1C([O-])=C(C(=O)CC(C)C)C(=O)[C@H]1O,2.35
CC(C)C(=O)C(C)(C)C[NH+](C)C,9.3
CC(C)C(=O)C=C(O)C(C)C,9.86
CC(C)C(=O)C=CO,6.68
CC(C)C(=O)N(Cc1cccc(Cl)c1Cl)[C@H]1CC[NH2+]C1,9.4
CC(C)C(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CC[NH2+]C1,9.4
CC(C)C(=O)[O-],4.76
CC(C)C(Br)C(=O)[O-],2.82
CC(C)C(C(C)C)[NH+](C)C,10.06
CC(C)C(Nc1ccccc1)C(=O)[O-],4.4
CC(C)C(O)C(C(=O)[O-])c1ccc(-c2ccccc2)cc1,4.13
CC(C)C(O[C@H]1O[C@@H](C(=O)[O-])[C@H](O)[C@@H](O)[C@@H]1O)C(C)C,3.89
CC(C)C([NH3+])C(C)C,10.4
CC(C)C([NH3+])C(N)=O,8.0
CC(C)C12CCC(=O)C=C1c1c(cc(OCC(=O)[O-])c(Cl)c1Cl)C2,3.83
CC(C)C1=C([O-])c2ccccc2C1=O,7.4
CC(C)C1=CC2=CC[C@@H]3[C@@](C)(C(=O)[O-])CCC[C@@]3(C)[C@@H]2CC1,6.4
CC(C)C1=NC(c2ccccc2)(c2cccc(-c3cncnc3)c2)[NH+]=C1N,5.2
CC(C)C1CC(CC(=O)[O-])[NH2+]C1C(=O)[O-],3.05
CC(C)C1NC(=S)NC1=O,8.7
CC(C)CC(=O)[O-],4.79
CC(C)CC(O)=CC(=O)C(F)(F)F,6.52
CC(C)CC([NH3+])C(N)=O,8.0
CC(C)CC1(C)[NH+]=C(N)N(Cc2cccc(Cl)c2)C1=O,7.2
CC(C)CC1CC([O-])=C(C(=O)Nc2ccc(C3CCCCC3)cc2)C(=O)N1,6.5
CC(C)CCC(=O)[O-],4.84
CC(C)CCC1=C([O-])C(O)C(CCC(C)C)(CCC(C)C)C1=O,6.3
CC(C)CCC1=C([O-])c2ccccc2C(=O)C1=O,5.13
CC(C)CCCC(C)[NH3+],10.28
CC(C)CCC[NH+](C)CCCNC(=O)CN=O,9.435
CC(C)CCN(C1=[NH+]CCN1)c1c(Br)cccc1Br,10.9
CC(C)CCOc1ccc2c(c1)[C@H]1OCCC[C@H]1[C@@H](C1CCOCC1)N2,3.8
CC(C)CCOc1ccccc1/C=C/C(=O)[O-],4.85
CC(C)CCOc1ccccc1/C=C\C(=O)[O-],4.38
CC(C)CCSC(=N)c1ccccc1,8.43
CC(C)CC[NH2+]CCC(C)C,10.9
CC(C)CC[NH3+],10.93
CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CC[NH2+]C1,10.0
CC(C)CN(C)c1ccccc1,5.2
CC(C)CN(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.02
CC(C)CN(CC(C)C)C(=S)S,3.4
CC(C)CNC(=O)CNC(=O)c1[nH]ccc(=O)c1[O-],6.2
CC(C)CNC(=O)[C@H](C)NC(=O)c1[nH]ccc(=O)c1[O-],6.0
CC(C)CNC(=O)[C@H](Cc1ccccc1)NC(=O)c1[nH]ccc(=O)c1[O-],6.0
CC(C)CNC(=O)[C@H]1C[C@@](F)(c2ccc(C[NH+]3CCCC3)c(F)c2)C1,9.2
CC(C)CNC(=O)c1cnc(Nc2cccc(Cl)c2)cc1C(C)C,6.02
CC(C)CNc1ccccc1,4.84
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)[NH+]1CCCC1,9.3
CC(C)COCC(O)C[NH2+]C(C)(C)C,9.73
CC(C)COc1ccc(C(=O)[O-])cc1,4.48
CC(C)COc1noc2c1C[NH2+]CC2,7.7
CC(C)CS(=O)[O-],2.75
CC(C)CSC(=N)c1ccccc1,8.22
CC(C)CSCC[NH3+],8.73
CC(C)C[C@@H](C(=O)NCC#N)c1cccc(-c2ccc(N3CC[NH2+]CC3)cc2)c1,8.77
CC(C)C[C@H](O)[C@H](O)[C@@H]([NH3+])CC1CCCCC1,9.3
CC(C)C[C@H]([NH3+])C(=O)NCCCS(=O)(=O)Oc1ccc(C(F)(F)F)cc1,8.9
CC(C)C[C@H]([NH3+])C(=O)NCCCS(=O)(=O)Oc1ccc(Cl)cc1,9.6
CC(C)C[C@H]([NH3+])C(N)=O,7.84
CC(C)C[NH+](C)C,9.91
CC(C)C[NH+](CC(C)O)CC(C)O,8.8
CC(C)C[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCC(C)CC4)ccc3c2)CC1,9.8
CC(C)C[NH2+]C(C)C,10.55
CC(C)C[NH2+]CC(C)C,10.59
CC(C)C[NH2+][C@H](c1ccccc1)[C@H](O)c1ccccc1,11.34
CC(C)C[NH3+],10.36
CC(C)Cc1ccc(C(C)C(=O)[O-])cc1,5.205714
CC(C)Cc1ccc(O)cc1,10.2
CC(C)Cc1ccc([C@H](C)C(=O)[O-])cc1,5.2
CC(C)Cc1ccccc1O,10.5
CC(C)N(/C=[NH+]\c1ccn(C2CC(F)C(CO)O2)c(=O)n1)C(C)C,5.13
CC(C)N(/C=[NH+]\c1ccn(C2CCC(CO)O2)c(=O)n1)C(C)C,5.28
CC(C)N(C1=[NH+]CCN1)c1c(Br)cccc1Br,11.2
CC(C)N(Cc1cnc[nH]1)c1ccc(Cl)cc1,3.5
CC(C)N(c1ccc(Oc2ccccc2C(F)(F)F)cc1C(=O)[O-])C(=O)[C@H]1CC[C@H](C)CC1,5.5
CC(C)N(c1ccccc1)C(C)C,6.19
CC(C)N=C1NS(=O)(=O)c2cc(Cl)ccc2S1,9.76
CC(C)N=C1Nc2c(Cl)cccc2S(=O)(=O)N1,9.11
CC(C)N=C1Nc2cc(Cl)ccc2S(=O)(=O)N1,9.35
CC(C)N=C1Nc2ccc(Br)cc2S(=O)(=O)N1,9.41
CC(C)N=C1Nc2ccc(Cl)cc2S(=O)(=O)N1,9.51
CC(C)N=C1Nc2ccc(F)cc2S(=O)(=O)N1,9.63
CC(C)N=C1Nc2ccc(I)cc2S(=O)(=O)N1,9.28
CC(C)N=NC1CC[NH+](C)CC1,8.9
CC(C)NC(=O)NCCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,9.18
CC(C)NC(=O)c1ccc(-c2ccc(-c3ccccc3)n2Cc2cccc(N)n2)cc1,6.86
CC(C)NC(=S)S,3.1
CC(C)NCCC#N,8.0
CC(C)Nc1ccccc1,5.67
CC(C)Nc1ncc(-c2nc(-c3ccc4c(c3)CC[NH+](C(CO)CO)CC4)no2)cc1C#N,8.1
CC(C)Nc1ncnc2c1cnn2C,4.22
CC(C)OCC(O)C[NH2+]C(C)(C)C,9.9
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CC[NH+](C(CO)CO)C4)no2)cc1C#N,7.28
CC(C)Oc1ccc(-c2nc(-c3ccc4c(c3)CC[NH+](C(CO)CO)CC4)no2)cc1C#N,7.805
CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[NH+](C(CO)CO)C4)no2)cc1C#N,7.3
CC(C)Oc1ccc(-c2nc(-c3cccc4c3OCC[NH+](C(CO)CO)C4)no2)cc1C#N,6.03
CC(C)Oc1ccc(C(=O)[O-])cc1,4.57
CC(C)Oc1ccc(C(=O)c2ccc3n2CCC3C(=O)[O-])cc1,3.43
CC(C)Oc1cccc(C(=O)[O-])c1,4.15
CC(C)Oc1cccc2c1NC(=[NH+]CC(F)F)NC2C,10.2
CC(C)Oc1ccccc1C(=O)[O-],4.24
CC(C)Oc1ncc(-c2nc(-c3ccc4c(c3)CC[NH2+]CC4)no2)cc1C#N,9.69
CC(C)Oc1noc2c1C[NH2+]CC2,7.5
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cc(F)ccc3F)cc21,3.4
CC(C)S(=O)(=O)n1c(N)nc2ccc(/C(=C/C(N)=O)c3cccc(F)c3)cc21,3.41
CC(C)S(=O)[O-],2.3
CC(C)SC(=N)c1ccccc1,8.04
CC(C)SC(C)C(=O)[O-],3.78
CC(C)SCC(=O)[O-],3.72
CC(C)SCC[NH3+],9.23
CC(C)[C@@H]1C(=O)N(S(C)(=O)=O)[C@@H]2CN(C(=O)/C=C/C[NH+]3CCCCC3)C[C@@H]12,8.44
CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1[NH3+],10.52
CC(C)[C@@]12C[NH2+][C@@H](C(=O)[O-])[C@@H]1CC(=O)O2,7.8
CC(C)[C@H](C(=O)[O-])N1C[C@H](NC(=O)Cc2ccccc2)C1=O,3.48
CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,3.1
CC(C)[C@H]1CC[C@H](C)C[C@@H]1[NH3+],10.63
CC(C)[NH+](C(C)C)C(C)C,11.86
CC(C)[NH+](C)C,10.3
CC(C)[NH+](CC1CO1)CC1CO1,7.07
CC(C)[NH+](CCCl)CCCl,7.0
CC(C)[NH+](CCNC(=O)[C@H]1C[C@@H]1c1ccccc1)C(C)C,9.7
CC(C)[NH+](CCO)C(C)C,10.08
CC(C)[NH+](CCc1ccccc1)CCc1ccccc1,10.02
CC(C)[NH+](Cc1no[n+]([O-])c1C#N)C(C)C,5.35
CC(C)[NH+]1C2CCCC21,8.31
CC(C)[NH+]1CCC(C(=O)Nc2cccc(OCc3ccc(F)cc3)c2)CC1,9.4
CC(C)[NH+]1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1,8.7
CC(C)[NH+]1CCC(Oc2cc3[nH]c(C(=O)N4CCOCC4)cc3cc2F)CC1,9.5
CC(C)[NH+]1CCC(Oc2ccc(C3(C(N)=O)CCOCC3)cc2)CC1,9.78
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(F)(F)CC4)cc3c2)CC1,9.7
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCC(O)C4)cc3c2)CC1,9.8
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCCC(F)(F)C4)cc3c2)CC1,10.0
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCCCCC4)cc3c2)CC1,9.7
CC(C)[NH+]1CCC(Oc2ccc3[nH]c(C(=O)N4CCOCC4)cc3c2)CC1,10.0
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC#N)CC1,9.8
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3CC(F)(F)F)CC1,9.7
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCC(F)(F)CC2)n3S(C)(=O)=O)CC1,9.6
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCOCC2)n3CC(F)(F)F)CC1,9.7
CC(C)[NH+]1CCC(Oc2ccc3c(c2)cc(C(=O)N2CCS(=O)(=O)CC2)n3CC(F)(F)F)CC1,9.6
CC(C)[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCC(CO)CC4)ccc3c2)CC1,9.6
CC(C)[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)[nH]c3c2)CC1,9.7
CC(C)[NH+]1CCC(Oc2ccc3cc(C(=O)N4CCOCC4)ccc3c2)CC1,9.3
CC(C)[NH+]1CCC(Oc2ccc3nc(C(=O)N4CCC4)ccc3c2)CC1,9.5
CC(C)[NH+]1CCC(Oc2ccc3nc(C(=O)N4CCC[C@H]4C#N)ccc3c2)CC1,9.5
CC(C)[NH+]1CCC(Oc2ccc3nc(C(=O)N4CCOCC4)ccc3c2)CC1,9.5
CC(C)[NH+]1CCCC1,11.22
CC(C)[NH+]1CCCCC1,10.96
CC(C)[NH+]1[C@H]2CCC(Oc3ccc4nc(C(=O)N5CCOCC5)ccc4c3)C[C@@H]1C2,8.97
CC(C)[NH2+]C(C)C,11.04
CC(C)[NH2+]CC(O)COc1ccc(CC(N)=O)cc1,9.555
CC(C)[NH2+]CC(O)COc1ccc(CCOCC2CC2)cc1,9.305
CC(C)[NH2+]CC(O)COc1ccc(COCCOC(C)C)cc1,9.446667
CC(C)[NH2+]CC(O)COc1cccc2[nH]c3ccccc3c12,9.52
CC(C)[NH2+]CC(O)COc1cccc2[nH]ccc12,9.395
CC(C)[NH2+]CC(O)COc1cccc2ccccc12,9.518824
CC(C)[NH2+]CC(O)COc1ccccc1,9.45
CC(C)[NH2+]CC(O)c1cccc(F)c1,9.48
CC(C)[NH2+]C[C@H](O)COc1ccc(CC(N)=O)cc1,9.57
CC(C)[NH2+]C[C@H](O)COc1cccc2ccccc12,9.5
CC(C)[NH2+][C@H](c1ccccc1)[C@H](O)c1ccccc1,11.79
CC(C)[NH3+],10.64
CC(C)c1cc(=O)c([O-])ccc1Br,6.53
CC(C)c1cc(Nc2ccc(C#N)c(Cl)c2)ncc1C(=O)NCC1CCOCC1,6.02
CC(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,6.02
CC(C)c1cc(Nc2cccc(Br)c2)ncc1C(=O)NCC1CCOCC1,6.02
CC(C)c1cc(Nc2cccc(C#N)c2)ncc1C(=O)NCC1CCOCC1,6.02
CC(C)c1cc(Nc2cccc(C(F)(F)F)c2F)ncc1C(=O)NCC1CCOCC1,6.02
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NC1CCOCC1,6.02
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC(C)(C)C,6.02
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC1CCCC1,6.02
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCC1CCOCC1,6.02
CC(C)c1cc(Nc2cccc(Cl)c2)ncc1C(=O)NCc1ccc(F)cc1,6.02
CC(C)c1ccc(Br)c([O-])c(=O)c1,6.28
CC(C)c1ccc(C(=O)/C=C/C(=O)[O-])cc1,3.4
CC(C)c1ccc(C(=O)[O-])cc1,4.31
CC(C)c1ccc(CCC[NH+](C)C)cc1,10.49
CC(C)c1ccc(O)cc1,10.1
CC(C)c1ccc2c(c1)CC[C@@H]1[C@]2(C)CCC[C@@]1(C)C(=O)[O-],5.7
CC(C)c1cccc(=O)c([O-])c1Br,6.68
