SMILES,LogP
Oc1ccc(c2ccccc12)S(O)(=O)=O,-0.44
CN(C)CC(C)CN1c2ccccc2Sc2ccccc12,4.71
c1cc2ccccc2c2ccccc21,4.46
c1cccc2c3ccc[n]c3ccc21,3.43
CN1C(=O)c2[nH]c(Cl)[n]c2N(C)C1=O,-0.85
OC(=O)Cc1c(Cl)c(Cl)ccc1Cl,3.2
O=C1OC(=O)c2ccccc12,1.6
COc1c(N)cccc1[N+]([O-])=O,1.78
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,4.73
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2[n]1,4.4
CC[n]1c2ccccc2c2ccccc12,4.49
O=NN(c1ccccc1)c1ccccc1,3.13
CCN1C(=O)NC(c2ccccc2)C1=O,1.05
[Cl-].C[n+]1c2cc(N)ccc2cc2ccc(N)cc12,-1.78
NNc1[n][n]cc2ccccc21,1.0
O=C(O)c(c(c(ccc1)cc2)c1)c2,3.1
CN(C)c1cccc2ccccc21,3.46
[O-][N+](=O)c1cccc2ccccc21,3.19
c1cccc2[nH]c3ccccc3c21,3.72
COc1c(cc(C=O)cc1OC)OC,1.39
OC(=O)Cc1cccc2ccccc21,2.24
NC(=S)Nc1cccc2ccccc21,1.65
Clc1cc2[n]ccc(Cl)c2cc1,3.57
CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(O)=O,2.09
Oc1ccccc1C(=O)Nc1ccccc1,3.27
CCOC(=O)c1ccccc1N,2.57
COc1c(Cl)cc(Cl)cc1Cl,4.11
O=C1OCc2ccccc21,0.8
OC(=O)Cc1c[nH]c2ccccc21,1.41
Clc1c(Cl)cccc1Cl,4.05
Cc1cccc(Cl)c1O,2.8
Oc1c(Cl)cccc1Cl,2.75
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,4.78
Brc1c(Br)c(Br)c(Br)c(Br)c1Br,6.07
Cc1c(C)c(C)c(C)c(C)c1C,5.11
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.12
CCOC(=O)[C@H](O)[C@@H](O)C(=O)OCC,-0.29
Cc1cc(O)cc(C)c1Cl,3.27
CCC(CC)C(O)=O,1.68
C=CN1CCCC1=O,0.37
OC(=O)c1cc[s]c1,1.5
OC(=O)c1ccco1,0.64
FC(F)(F)c1ccccc1Cl,3.53
Nc1ccccc1C(F)(F)F,2.41
CC(C)(C)c1ccccc1O,3.31
Cc1ccccc1S(N)(=O)=O,0.84
OC(=O)c1ccccc1Br,2.2
OC(=O)c1ccccc1I,2.4
Nc1ccccc1C(N)=O,0.35
CC(C)c1ccccc1O,2.88
[O-][N+](=O)c1ccccc1Cl,2.24
Nc1ccccc1[N+]([O-])=O,1.85
[O-][N+](=O)c1ccccc1O,1.79
CCC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.56
NC(=O)c1ccccc1C(N)=O,-1.73
OC(=O)c1ccccc1C(O)=O,0.73
c1ccccc1C2C(=O)NC(=O)N2,0.46
CC(=O)Nc1ccccc1C(O)=O,1.88
Cc1ccc(O)c(c1)C(O)=O,2.78
Cc1ccc(Cl)cc1[N+]([O-])=O,3.05
[O-][N+](=O)c1cc(Cl)ccc1Cl,3.09
Nc1ccc(Cl)cc1[N+]([O-])=O,2.72
Cc1cc(O)c(cc1Cl)C(C)C,3.92
[O-][N+](=O)c1cc(Cl)c(Cl)cc1Cl,3.48
Cc1ccccc1C(=O)OC,2.75
CCC(C)c1ccccc1O,3.27
CC1CCC(C(C)C)C(=O)C=1,2.85
CC(C)=C1CC[C@@H](C)CC1=O,3.08
Cc1ccc(C(C)C)c(O)c1,3.3
Oc1cc(O)c(cc1)C(O)=O,1.63
CCc1ccccc1O,2.47
Oc1ccccc1CO,0.73
Oc1ccccc1C=O,1.81
COc1ccccc1O,1.32
Cc1cccc2ccccc21,3.87
Clc1cccc2ccccc21,4.0
Oc1cccc2ccccc21,2.85
c1cccc2c(cccc21)Nc1ccccc1,4.2
CC1=CC(=O)Oc2cc(O)ccc21,1.9
Nc1ccccc1-c1ccccc1,2.84
Oc1ccccc1-c1ccccc1,3.09
Nc1c2ccccc2[n]c2ccccc21,2.74
c1ccc2Oc3ccccc3C(=O)c2c1,3.39
OC(=O)C(O)c1ccccc1,0.62
C[C@H](NC)[C@@H](O)c1ccccc1,1.01
OC(c1ccccc1)c1ccccc1,2.67
O=C(c1cccc[n]1)c1ccccc1,1.88
COc1cccc(OC)c1O,1.15
N#Cc1ccccc1C#N,0.99
c1[n]c[n]c2[n]cc[n]c21,-0.58
c1c[n]c2ccccc2[n]1,1.32
c1cccc2ccccc21,3.3
c1cccc2[n]cccc21,2.03
NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,1.73
OC(=O)c1ccccc1Nc1ccccc1,4.36
Cc1ccc(C(C)C)c(c1)OCCN(C)C,3.79
Cc1c2ccccc2[nH]c1C,3.05
Cc1cc2ccccc2cc1,3.86
Clc1cc2ccccc2cc1,3.9
Nc1cc2ccccc2cc1,2.28
Cc1cc2ccc[n]c2cc1,2.57
O=C1C=Cc2ccccc2O1,1.39
CCN(CC)c1ccccc1,3.31
Nc1[n]c([n]c(N)[n]1)-c1ccccc1,1.36
CN(C)CCN(Cc1ccc[s]1)c1cccc[n]1,2.87
Nc1ccc(cc1Cl)-c1cc(Cl)c(N)cc1,3.51
CC(=O)CC(=O)Nc1ccc(cc1C)-c1cc(C)c(cc1)NC(=O)CC(C)=O,1.75
CC[C@H]1[C@H](COC1=O)Cc1c[n]c[n]1C,0.12
c1c2cc3ccccc3cc2cc2ccccc21,5.76
Oc1cc2ccccc2cc1O,2.24
CCN(CCO)c1ccccc1,2.1
c1ccccc1-c1ccccc1,4.01
O(CCN(c(cccc1)c1)C2)C2,1.36
CC(=O)OC(OC(C)=O)c1ccc(o1)[N+]([O-])=O,1.06
Nc1cc2[n]c3cc(N)ccc3cc2cc1,1.83
Brc1ccc(cc1)-c1ccccc1,4.96
Nc1ccc(cc1)-c1ccccc1,2.86
Oc1cc2ccccc2cc1C(O)=O,3.05
c1[n]c(oc1-c1ccccc1)-c1ccccc1,4.67
c1cccc2[n]c3ccccc3[n]c21,2.84
C1c2ccccc2Oc2ccccc21,4.23
c1cccc2Sc3ccccc3Sc21,4.47
Brc1ccc(cc1)-c1ccc(Br)cc1,5.72
Nc1ccc(cc1)-c1ccc(N)cc1,1.34
OC(=O)c1ccc(cc1)-c1ccccc1,3.75
c1cc(ccc1-c1ccccc1)-c1ccccc1,6.03
COc1ccc(cc1C=O)OC,1.91
COc1cc2ccccc2cc1,3.47
COc1ccc(cc1OC)C(O)=O,1.61
COc1ccccc1OCC(O)CO,1.39
CC(=O)Nc1ccccc1OC,0.67
CCC(=O)c1ccccc1,2.19
COC(=O)c1ccccc1,2.12
CN(C=O)c1ccccc1,1.09
Cc1cc(Cl)ccc1OC(C)C(O)=O,3.13
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(O)=O,3.8
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,3.31
CCOC(=O)c1ccccc1,2.64
O=C(OC(=O)c1ccccc1)c1ccccc1,2.26
O=C(Nc1ccccc1)c1ccccc1,2.62
CCOC(=O)CC(=O)c1ccccc1,1.87
CNCC(O)c1ccc(O)cc1,-0.45
CCOC(=O)c1ccc(N)cc1,1.86
CCCOC(=O)c1ccc(N)cc1,2.43
O=C(OCc(cccc1)c1)c(ccc(O)c2)c2,3.56
CCc1[n][n]c(NS(=O)(=O)c2ccc(N)cc2)[s]1,1.01
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.27
CCCCNc1ccc(cc1)C(=O)OCCN(C)C,3.51
CCCCOC(=O)c1ccc(O)cc1,3.57
O=C(OCCO)c(cccc1)c1,1.12
O=C(OOC(=O)c1ccccc1)c1ccccc1,3.46
O=C(/C=C/c1ccccc1)c1ccccc1,3.08
CC(C)CCOC(=O)c1ccccc1,4.15
O=C(OCCc1ccccc1)c1ccccc1,4.01
CCOc1ccccc1O,1.68
Cc1cc(Cl)ccc1OCC(O)=O,3.25
OC(=O)CCCOc1ccc(Cl)cc1Cl,3.53
ClCc1ccc(Cl)cc1Cl,3.82
C1C=Cc2ccccc21,2.92
c1cccc2[nH][n][n]c21,1.44
c1[n]c2ccccc2[s]1,2.01
Cc1cc2ccccc2[nH]1,2.53
CC(C)(C)NSc1[n]c2ccccc2[s]1,4.67
Cc1ccccc1C,3.12
Cc1ccccc1Cl,3.42
Clc1ccccc1Cl,3.43
Nc1ccccc1Cl,1.9
Cc1ccccc1N,1.32
Nc1ccccc1O,0.62
Oc1ccccc1Br,2.35
Oc1ccccc1Cl,2.15
c1ccccc1C2C(N)C2,1.58
Cc1cc(N)ccc1C,1.84
Cc1cc(O)ccc1C,2.23
Cc1cc(C)c(N)cc1,1.68
Cc1cc(O)ccc1O,0.91
Cc1ccc(Cl)cc1Cl,4.24
Cc1cc(Cl)c(Cl)cc1,3.95
Nc1cc(Cl)c(Cl)cc1,2.69
Oc1cc(Cl)c(Cl)cc1,3.33
Cc1ccc(N)cc1N,0.14
Nc1cc(Cl)ccc1Cl,2.75
Nc1cc(Cl)ccc1N,1.28
Cc1ccc(O)c(N)c1,1.16
Cc1cc(O)c(C)cc1,2.33
Oc1cc(O)c(Cl)cc1,1.8
Cc1[n]cc(C)[n]c1Cl,1.5
CCOC(=O)C(=O)OCC,0.56
Clc1cc(Cl)c(Cl)cc1Cl,4.64
Oc1cc(Cl)c(Cl)cc1Cl,3.72
C1OC1c1ccccc1,1.61
ClCC(Br)CBr,2.96
ClC(CCl)CCl,2.27
CCC(=O)CC,0.99
CCC(C)=NO,0.63
CNC(=O)NC,-0.49
CC1CCCC1,3.37
Clc1ccc[s]1,2.54
S=C1NCCN1,-0.66
O=C1CCCO1,-0.64
C[n]1cccc1,1.21
CC(OP(C)(=O)F)C(C)(C)C,1.78
CC(C)(C)c1cc(ccc1O)C(C)(C)C,5.19
CN1CCCCC1C(=O)Nc1c(C)cccc1C,1.95
COc1cc(c(N)cc1)[N+]([O-])=O,1.94
[O-][N+](=O)c1ccc(O)c(c1)C(O)=O,2.34
Cc1ccc(cc1[N+]([O-])=O)C(O)=O,2.35
[O-][N+](=O)c1cc(ccc1Cl)[N+]([O-])=O,2.17
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,5.14
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.26
c1cc(O)c(OC)cc1C(O)CN,-1.05
COc1cc(CC=C)ccc1O,2.27
CCCC(C)C(O)=O,1.8
CC(=C)C(=O)OCC,1.94
CCN(CC)C(=S)SSC(=S)N(CC)CC,3.88
CC(=C)C(=O)OCC(C)C,2.66
OCc1ccco1,0.28
O=Cc1ccco1,0.41
O=Cc1ccc[s]1,1.02
[I-].C[N+](C)(C)c1ccccc1,-2.74
CC(C)(C)c1ccccc1,4.11
FC(F)(F)c1ccccc1,3.01
NS(=O)(=O)c1ccccc1,0.31
Nc1cc(ccc1)C(F)(F)F,2.29
Nc1cccc(c1)S(N)(=O)=O,-0.38
[O-][N+](=O)c1cc(ccc1)C(F)(F)F,2.62
Cc1ccc(cc1)C(C)(C)C,5.17
CC(C)(C)C1CCC(O)CC1,3.23
CC1CCC(CC=1)C(C)(C)O,3.13
CS(=O)(=O)c1ccc(Cl)cc1,1.06
O=S(=O)(N)c(ccc(c1)Cl)c1,1.15
CC(C)(C)c1ccc(cc1)C(O)=O,3.85
CC(C)c1ccccc1,3.66
CC(=C)c1ccccc1,3.48
CC(=O)c1ccccc1,1.58
OC(=O)C1CCCCC1,1.96
[O-][N+](=O)c1ccccc1,1.85
NC(=O)c1c[n]cc[n]1,-0.6
OC(=O)c1cccc[n]1,0.72
CC(=O)c1cccc(Cl)c1,2.51
Cc1cc(ccc1)C(O)=O,2.37
Nc1cc(ccc1)C(O)=O,0.65
Oc1cccc(c1)C(O)=O,1.5
CN(C)c1cccc(O)c1,1.56
Nc1cc(ccc1)[N+]([O-])=O,1.37
OC(=O)c1cc(O)cc(O)c1,0.86
COC(=O)c1cc(O)c(O)c(O)c1,0.86
[O-][N+](=O)c1cc(Br)c(O)c(Br)c1,3.57
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)C(O)=O,1.55
[O-][N+](=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,1.18
Cc1cc(ccc1)C(=O)OC,2.77
CC1=CCC(CC1O)C(C)=C,3.12
Cc1cc(ccc1C)[N+]([O-])=O,2.91
[O-][N+](=O)c1cc(Cl)c(Cl)cc1,3.12
Cc1ccc(cc1N)[N+]([O-])=O,1.87
Nc1cc(ccc1N)[N+]([O-])=O,0.88
COc1ccc(cc1N)[N+]([O-])=O,1.47
[O-][N+](=O)c1cc(Cl)c(cc1)C(O)=O,2.03
[O-][N+](=O)c1cccc(c1)C=O,1.47
[O-][N+](=O)c1cc(ccc1)[N+]([O-])=O,1.49
CCC(C)c1ccc(O)cc1,3.08
Cc1ccc(cc1)C(=O)OC,2.7
COC(=O)c1ccc(O)cc1,1.96
CCOC(=O)c1ccc(cc1)[N+]([O-])=O,2.33
CC1CC=C(CC=1)C(C)C,4.5
CC1CCC(=CC=1)C(C)C,4.25
Cc1ccc(cc1)C(C)C,4.1
CC(C)c1ccc(N)cc1,2.49
CC(=O)c1ccc(Br)cc1,2.43
CC(=O)c1ccc(Cl)cc1,2.32
CC(=O)c1ccc(N)cc1,0.83
CC(=O)c1ccc(O)cc1,1.35
Oc1ccc(cc1)C(O)=O,1.58
Cc1ccc(cc1)N(C)C,2.81
Cc1ccc(cc1)[N+]([O-])=O,2.37
[O-][N+](=O)c1ccc(Cl)cc1,2.39
[O-][N+](=O)c1ccc(O)cc1,1.91
CC(=O)c1ccc(cc1)OC,1.74
COc1ccc(cc1)C(O)=O,1.96
CN(C)c1ccc(C=O)cc1,1.81
CNc1ccc(cc1)[N+]([O-])=O,2.04
NNc1ccc(cc1)[N+]([O-])=O,1.41
COc1ccc(cc1)[N+]([O-])=O,2.03
CC(=O)c1ccc(cc1)[N+]([O-])=O,1.53
CN(C)c1ccc(cc1)[N+]([O-])=O,2.27
[O-][N+](=O)c1ccc(cc1)[N+]([O-])=O,1.46
[O-][N+](=O)c1ccc(CCO)cc1,1.12
CCOc1ccc(cc1)[N+]([O-])=O,2.53
BrCc1ccccc1,2.92
C=CC1CC=CCC1,3.93
CCc1ccccc1,3.15
C=Cc1ccccc1,2.95
NCc1ccccc1,1.09
N#Cc1ccccc1,1.56
N#Cc1cc[n]cc1,0.46
OCc1ccccc1,1.1
N#Cc1c[n]ccc1,0.36
OCc1c[n]ccc1,-0.02
CNc1ccccc1,1.66
ON=C1CCCCC1,0.84
ONc1ccccc1,0.79
COc1ccccc1,2.11
CSc1ccccc1,2.74
N#Cc1cccc[n]1,0.45
CCc1cccc[n]1,1.69
O=NN1CCCCC1,0.36
C1CN2CCC1CC2,1.38
Cc1cccc(c1)OC,2.66
Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,3.88
Nc1ccc(Cc2cc(Cl)c(N)cc2)cc1Cl,3.91
CC(C)OC(=O)Nc1cccc(Cl)c1,3.51
CN(C)C(=O)Nc1ccccc1,0.98
Oc1ccc(Cc2ccccc2)cc1,3.47
Nc1ccc(Cc2ccc(N)cc2)cc1,1.59
C(c1ccccc1)c1ccccc1,4.14
c1ccccc1Oc1ccccc1,4.21
CCOC(=O)Cc1ccccc1,2.28
CCOC(=O)Nc1ccccc1,2.3
O=C(Nc1ccccc1)Nc1ccccc1,3.0
O=C(Oc1ccccc1)Oc1ccccc1,3.28
CC(=O)Oc1cccc(O)c1,1.23
Oc1cc(CC(O)=O)ccc1O,0.98
[O-][N+](=O)c1cc(ccc1)NC=O,1.4
Cc1cc(ccc1N)OC,1.23
COc1ccc(cc1N)OC,1.2
CCCN(CCC)CCC,2.79
OCCN(CCO)CCO,-1.0
CC(=O)OC(COC(C)=O)COC(C)=O,0.25
NC(=O)CCc1ccccc1,0.91
[O-][N+](=O)C=Cc1ccccc1,2.11
OC(=O)CNc1ccccc1,0.62
NC(=O)NNc1ccccc1,0.13
OC(=O)CSc1ccccc1,1.88
COC(=O)CCc1ccccc1,2.32
C(Cc1ccccc1)c1ccccc1,4.79
c1ccccc1/C=C/c1ccccc1,4.81
C(Nc1ccccc1)c1ccccc1,3.13
c1ccccc1N=Nc1ccccc1,3.82
CC(C)CC(=O)OCc1ccccc1,3.26
CC(=O)OCCc1ccccc1,2.3
OC(=O)CSCc1ccccc1,2.1
C(NCc1ccccc1)c1ccccc1,2.67
BrCCc1ccccc1,3.09
CCCc1ccccc1,3.69
CNCc1ccccc1,1.52
CCNc1ccccc1,2.16
N(c(cccc1)c1)=C=S,3.28
CCOc1ccccc1,2.51
OCCc1cccc[n]1,0.12
CC(=O)Cc1ccccc1,1.44
OC(=O)Cc1ccccc1,1.41
CN(C)Cc1ccccc1,1.98
CC(=O)Nc1ccccc1,1.16
NC(=S)Nc1ccccc1,0.71
Cc1ccc(cc1)NC(C)=O,1.7
CC(=O)Nc1ccc(O)cc1,0.46
COc1ccc(CC(O)=O)cc1,1.42
[O-][N+](=O)c1ccc(CC(O)=O)cc1,1.39
OCCc1ccc(N)cc1,0.1
CCCCc1ccc(N)cc1,3.05
NCC(O)c1ccc(O)cc1,-0.9
COCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)c1ccc(cc1)NCCCC,2.45
CCCCCCCCCCCCc1ccc(O)cc1,7.91
COc1ccc(CC#N)cc1,1.7
CCCCc1ccccc1,4.38
ClCCCc1ccccc1,3.55
O=CC=Cc1ccccc1,1.9
OCCNCc1ccccc1,0.79
C(COc1ccccc1)Oc1ccccc1,3.81
CCCCCCCCCCc1ccccc1,7.35
CCCCC(CN)CC,2.82
Clc1ccc(CCl)cc1,3.18
Cc1ccc(CN)cc1,1.46
O=Cc1ccc(Cl)cc1,2.1
COc1ccc(Br)cc1,3.05
Cc1ccc(cc1)OC,2.66
COc1ccc(N)cc1,0.95
CCc1ccc(CC)cc1,4.58
COc1ccc(CO)cc1,1.1
COC(=O)CC#N,-0.47
CCOC(=O)CBr,1.12
CCC(=O)OCC,1.21
CCOC(=O)NC,0.34
O=C(OC(CC)C)C,1.72
CCOC(=O)CC(=O)OCC,0.96
CCNC(=S)NCC,0.57
CCOC(=O)OCC,1.21
Cc1cc(C)c(O)cc1,2.3
CC(C)=CCC/C(/C)=C/COC(C)=O,4.01
CCCCCCCCCCCC(=O)OCCCC,6.51
CC(C)=CCC/C(/C)=C/CO,3.515
CCCCCCCCCCCC(=O)OCC,5.71
Brc1ccc(Br)cc1,3.79
Clc1ccc(Br)cc1,3.54
Nc1ccc(Br)cc1,2.26
Oc1ccc(Br)cc1,2.59
Cc1ccc(C)cc1,3.15
Cc1ccc(O)cc1,1.94
Clc1ccc(Cl)cc1,3.44
Nc1ccc(Cl)cc1,1.83
Oc1ccc(Cl)cc1,2.39
Nc1ccc(N)cc1,-0.3
O=C1C=CC(=O)C=C1,0.2
CN1CCN(C)CC1,-0.4
O(C(CO)C)CC(O)C,-0.67
COC(=O)CCC(=O)OC,0.35
O(C1CC(C=C)CC2)C12,2.08
C1C2OC2CCC1C1CO1,0.44
ClCC1CO1,0.45
CCCBr,2.1
C=CCBr,1.79
CCCC,2.89
CCC=C,2.4
C(=CC)C,2.323333333
C=CC=O,-0.01
CCCS,1.81
ClCCCl,1.48
CCCN,0.48
C=CCN,0.03
CCC#N,0.16
C=CC#N,0.25
NCCN,-2.04
C=CCO,0.17
C#CCO,-0.38
OCCO,-1.36
COC=O,0.03
CC(=C)CC(C)(C)C,4.55
CC(C)OP(C)(=O)F,0.3
C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,6.6
CCCC(O)=O,0.79
OC(=O)CCCl,0.41
NCCC(O)=O,-3.05
OC(=O)CCS,0.43
CCC[N+]([O-])=O,0.87
CC(=O)OC=C,0.73
CC(C)CC(C)=O,1.31
CC(C)NC(C)C,1.4
O=C1CCC(C)N1,-0.1
CC1COC(=O)O1,-0.41
Brc1cc(Br)ccc1,3.75
Clc1cc(Br)ccc1,3.7
Cc1cc(O)ccc1,1.96
Cc1cc(Cl)ccc1,3.28
Nc1cc(Cl)ccc1,1.88
Oc1cc(Cl)ccc1,2.5
Nc1cc(N)ccc1,-0.33
Oc1cc(O)ccc1,0.8
Cc1cccc(C)[n]1,1.68
Cc1c[n]cc(C)[n]1,0.54
COC(=O)CC(=O)OC,-0.05
CC(CCl)OC(C)CCl,2.48
CC1OC(C)OC(C)OC(C)O1,0.12
COCC(C)OC(C)=O,0.56
Cc1cc(O)cc(C)c1,2.35
Clc1cc(Cl)cc(Cl)c1,4.19
Oc1cc(O)cc(O)c1,0.16
Cc1cc(C)[n]c(C)c1,1.88
BrC1CCCCC1,3.2
Brc1ccccc1,2.99
CC1CCCCC1,3.61
Cc1ccccc1,2.73
Clc1ccccc1,2.84
NC1CCCCC1,1.49
OC1CCCCC1,1.23
O=C1CCCCC1,0.81
Sc1ccccc1,2.52
Cc1c[n]ccc1,1.2
Oc1c[n]ccc1,0.48
CN1CCOCC1,-0.33
Cc1cccc[n]1,1.11
Cc1c[n]cc[n]1,0.21
Clc1cccc[n]1,1.22
O=C1NC=CC=C1,-0.58
CCCCNC(=S)NCCCC,2.75
CC(=O)CCC=C,1.02
CCCCC(O)=O,1.39
CC(C)OCCO,0.05
BrCCCBr,2.37
CCCCBr,2.75
CCCCC,3.39
CCCCCl,2.64
CCCCN,0.97
CCCC#N,0.53
C=CCC#N,0.4
NCCCN,-1.43
N#CCCO,-0.94
CCCCS,2.28
CNCCO,-0.94
COCCO,-0.77
CCNCC,0.58
CCOC=C,1.04
CCOC=O,0.23
c1ccc[nH]1,0.75
c1ccco1,1.34
c1ccc[s]1,1.81
CC(C)CCC(C)=O,1.88
CC(=O)CCC(C)=O,-0.27
OC(=O)/C=C\C(O)=O,-0.01
CN(C)CCN(C)C,0.3
CC(C)COC(C)=O,1.78
CCCCCC(C)=O,1.98
C/C=C/C=C/C(O)=O,1.33
CCCCCBr,3.37
CCCCCC,3.9
CCCCC#N,1.12
NCCCCN,-0.7
N#CCCC#N,-0.99
OCCCCO,-0.83
CCCCNC,1.33
CNCCNC,-0.62
COCCOC,-0.21
CCCOC=O,0.83
C1CCCCC1,3.44
C1CCCC=C1,2.86
C1CNCCN1,-1.5
c1cccc[n]1,0.65
C1OCOCO1,-0.43
C1CCCCN1,0.84
C1COCCN1,-0.86
OC(=O)CCCC(O)=O,-0.29
CCCCCCC(C)=O,2.37
CCCCCCC(O)=O,2.42
OC(=O)CCCCCC(O)=O,0.61
CCCCCCBr,3.8
CCCCCCO,2.03
OCCNCCO,-1.43
CCCOCCC,2.03
ClCCOCCCl,1.29
OCCSCCO,-0.63
CCCCCCCC,5.18
CCCCCCC=C,4.57
CCCCCCCN,2.57
CCCCCCCO,2.62
CCNCCNCC,0.21
CCCCOCCO,0.83
C1CC=CCCC=C1,3.16
CCCCCCCCBr,4.89
CCCCCCCCC,5.65
CCCCCCCCN,2.9
CCCCCCCCO,3.0
CCCCNCCCC,2.83
N#CCCNCCC#N,-1.34
COCCOCCOC,-0.36
CCCCCCCCCC(C)=O,4.09
CCCCCCOCCO,1.86
OCCOCCOCCO,-1.75
CCCCCCCCCCO,4.57
CCOCCOCCOCC,0.39
CCCCCCCCCCC(O)=O,4.42
C=CCCCCCCCCC(O)=O,3.86
CCCCCCCCCCCCCCCC(=O)OC,7.38
CCCCOCCOCCCC,2.48
CCCCCCCCCCCCO,5.13
CCCCOCCOCCSC#N,1.68
CCCCCCOCCOCCO,1.7
CCCCCCCC/C=C\CCCCCCCC(=O)OC,7.45
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC,6.82
CCCCCCCCCCCCCCO,6.03
CCCCOCCOCCOCCCC,1.92
CCC(CN1C(=O)C2C(C3CC2C=C3)C1=O)CCCC,3.7
CN(C)CC/C=C1\c2ccccc2CSc2ccccc2\1,4.49
CN(C)CC/C=C1\c2ccccc2Sc2ccc(Cl)cc2\1,5.18
CO[C@]1(C)C[C@H](O[C@@H]2[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@H]2C)O[C@@H](C)[C@@H]1O,3.06
n1cc(C(=O)NC)ccc1,0.0
NC(=O)Nc1ccccc1Cl,1.27
NC(=N)NC(=N)NCCc1ccccc1,-0.83
[N-]=[N+]=CC(=O)OC[C@H](N)C(O)=O,-2.0
COC,0.1
CC(C)=C,2.34
CC(C)(O)C#C,0.28
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.83
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,5.02
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,1.84
C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,1.69
CC(=C)CC1(CC)C(=O)NC(=S)NC1=O,2.19
O=C1NC(=O)NC(=O)C1(CC)CCCCC,2.24
OCC(CO)(CO)CO,-1.69
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,4.59
CC(C)=CCCC(C)(C=C)OC(C)=O,3.93
O=P(OCCCl)(OCCCl)OCCCl,1.44
CNC(=O)ON=CC(C)(C)SC,1.13
O=S(=O)(c1cc(Cl)c(Cl)cc1Cl)c1ccc(Cl)cc1,4.61
[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,4.38
OC(=O)C(c1ccccc1)c1ccccc1,3.09
COc1ccc(cc1)C1C(=O)c2ccccc2C1=O,2.88
Oc1cccc2c1cccc2S(O)(=O)=O,-0.17
CCCCC(COC(=O)c1ccccc1C(=O)OCC(CCCC)CC)CC,7.6
CCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCC,8.1
CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,5.03
Oc1ccccc1C(=O)c1ccccc1,3.52
C=C[C@H]1CN2CCC1C[C@@H]2[C@@H](O)c1cc[n]c2ccccc21,2.68
CCNc1cccc2ccccc21,3.45
CCOC(=O)c1ccccc1O,2.95
CC1OC=CC(=O)C=1O,0.09
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,5.73
Oc1c(Br)cc(Br)cc1Br,4.13
[O-][N+](=O)c1ccc(Cl)cc1C(F)(F)F,3.2
OC(=O)c1ccccc1Cl,2.05
Nc1ccccc1C(O)=O,1.21
CC(=O)c1ccccc1O,1.92
CC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O,3.1
[O-][N+](=O)c1cc(cc(c1Cl)[N+]([O-])=O)C(O)=O,2.5
CCOP(=S)(OC1C=CC(=O)N(N=1)c1ccccc1)OCC,3.2
NNc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,1.47
Oc1ccc(I)cc1C(O)=O,3.34
Nc1cc(c(O)cc1)[N+]([O-])=O,0.96
COC(=O)c1ccccc1O,2.55
O=C1NN=Cc2ccccc21,0.75
CC(C)(C)c1cc(C)cc(Cc2cc(C)cc(c2O)C(C)(C)C)c1O,6.25
O=C(c1ccccc1)c1ccccc1,3.18
C1CCCc2ccccc21,3.49
c1[n]ccc2ccccc21,2.08
[O-][N+](=O)c1ccccc1Nc1ccccc1,3.66
COc1cc(ccc1N)-c1cc(OC)c(N)cc1,1.81
c1cc([n]c2ccccc21)-c1ccc2ccccc2[n]1,4.31
