SMILES,InChI,Sol,source
NNc1ccccc1,"InChI=1S/C6H8N2/c7-8-6-4-2-1-3-5-6/h1-5,8H,7H2",-8.068898992747327,Zang
COC(=O)/C=C\C(=O)OC,"InChI=1S/C6H8O4/c1-9-5(7)3-4-6(8)10-2/h3-4H,1-2H3/b4-3-",-6.1782399417697516,Zang
OC(=O)C(O)(CC(O)=O)CC(O)=O,"InChI=1S/C6H8O7/c7-3(8)1-6(13,5(11)12)2-4(9)10/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12)",-17.07734931856001,Zang
CCc1ccc[s]1,"InChI=1S/C6H8S/c1-2-6-4-3-5-7-6/h3-5H,2H2,1H3",-0.8636642260364462,Zang
[O-][N+](=O)c1c(Cl)c(Cl)cc(Cl)c1Cl,InChI=1S/C6HCl4NO2/c7-2-1-3(8)5(10)6(4(2)9)11(12)13/h1H,-2.612125449103886,Zang
CC1CC(=O)CCC1,"InChI=1S/C7H12O/c1-6-3-2-4-7(8)5-6/h6H,2-5H2,1H3",-3.022374354913587,Zang
CCCCOC(=O)C=C,"InChI=1S/C7H12O2/c1-3-5-6-9-7(8)4-2/h4H,2-3,5-6H2,1H3",-2.350203587924585,Zang
CC(C)COC(=O)C=C,"InChI=1S/C7H12O2/c1-4-7(8)9-5-6(2)3/h4,6H,1,5H2,2-3H3",-2.0555925709038743,Zang
OC(=O)CCCCCC(O)=O,"InChI=1S/C7H12O4/c8-6(9)4-2-1-3-5-7(10)11/h1-5H2,(H,8,9)(H,10,11)",-14.722231845002398,Zang
CNC(=O)ON=C(SC)C(=O)N(C)C,"InChI=1S/C7H13N3O3S/c1-8-7(12)13-9-5(14-4)6(11)10(2)3/h1-4H3,(H,8,12)",-10.914626213558112,Zang
C1CCCCCC1,InChI=1S/C7H14/c1-2-4-6-7-5-3-1/h1-7H2,0.7905432643549276,Zang
CC=CCCCC,"InChI=1S/C7H14/c1-3-5-7-6-4-2/h3,5H,4,6-7H2,1-2H3",1.677645231001203,Zang
CNC(=O)ON=CC(C)(C)SC,"InChI=1S/C7H14N2O2S/c1-7(2,12-4)5-9-11-6(10)8-3/h5H,1-4H3,(H,8,10)",-9.847325275336061,Zang
CNC(=O)O/N=C/C(C)(C)S(C)(=O)=O,"InChI=1S/C7H14N2O4S/c1-7(2,14(4,11)12)5-9-13-6(10)8-3/h5H,1-4H3,(H,8,10)/b9-5+",-9.49060486221667,Zang
C/C(=C\C(=O)NC)/OP(=O)(OC)OC,"InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+",-14.41263829822104,Zang
CCCCC(=O)CC,"InChI=1S/C7H14O/c1-3-5-6-7(8)4-2/h3-6H2,1-2H3",-4.02089186105267,Zang
CC(C)CCC(C)=O,"InChI=1S/C7H14O/c1-6(2)4-5-7(3)8/h6H,4-5H2,1-3H3",-2.9732044163354656,Zang
CCCCCCC(O)=O,"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)",-6.232313253724086,Zang
CCCCOCC1CO1,"InChI=1S/C7H14O2/c1-2-3-4-8-5-7-6-9-7/h7H,2-6H2,1H3",-4.018031559916547,Zang
CCCCOC(=O)CC,"InChI=1S/C7H14O2/c1-3-5-6-9-7(8)4-2/h3-6H2,1-2H3",-2.2964026856022643,Zang
CCOC(=O)CC(C)C,"InChI=1S/C7H14O2/c1-4-9-7(8)5-6(2)3/h6H,4-5H2,1-3H3",-2.312747263522969,Zang
CCCCOC(=O)C(C)O,"InChI=1S/C7H14O3/c1-3-4-5-10-7(9)6(2)8/h6,8H,3-5H2,1-2H3",-5.589835136624364,Zang
CC(CC)(CC)OC(N)=O,"InChI=1S/C7H15NO2/c1-4-7(3,5-2)10-6(8)9/h4-5H2,1-3H3,(H2,8,9)",-3.900895418151492,Zang
CCC(C)CCC,"InChI=1S/C7H16/c1-4-6-7(3)5-2/h7H,4-6H2,1-3H3",2.4868380428921166,Zang
CC(C)C(C)CC,"InChI=1S/C7H16/c1-5-7(4)6(2)3/h6-7H,5H2,1-4H3",2.5199358131815437,Zang
CC(OP(C)(=O)F)C(C)(C)C,"InChI=1S/C7H16FO2P/c1-6(7(2,3)4)10-11(5,8)9/h6H,1-5H3",-5.079067076602326,Zang
CCCCCC(C)O,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3",-3.5797244620096347,Zang
CCCC(O)CCC,"InChI=1S/C7H16O/c1-3-5-7(8)6-4-2/h7-8H,3-6H2,1-2H3",-3.9239140320564863,Zang
CCCCC(C)(C)O,"InChI=1S/C7H16O/c1-4-5-6-7(2,3)8/h8H,4-6H2,1-3H3",-3.914924514200097,Zang
CC(C)C(O)CCC,"InChI=1S/C7H16O/c1-4-5-7(8)6(2)3/h6-8H,4-5H2,1-3H3",-3.841101503924912,Zang
CC[C@@](C)(O)CCC,"InChI=1S/C7H16O/c1-4-6-7(3,8)5-2/h8H,4-6H2,1-3H3/t7-/m1/s1",-4.054398245790115,Zang
CC(C)C(O)C(C)C,"InChI=1S/C7H16O/c1-5(2)7(8)6(3)4/h5-8H,1-4H3",-3.50358596986235,Zang
CC(C)CCC(C)O,"InChI=1S/C7H16O/c1-6(2)4-5-7(3)8/h6-8H,4-5H2,1-3H3",-3.5165254273829087,Zang
CP(=O)(OC(C)C)OC(C)C,"InChI=1S/C7H17O3P/c1-6(2)9-11(5,8)10-7(3)4/h6-7H,1-5H3",-6.503224632759775,Zang
OC(=O)c1c(Cl)c(Cl)ccc1Cl,"InChI=1S/C7H3Cl3O2/c8-3-1-2-4(9)6(10)5(3)7(11)12/h1-2H,(H,11,12)",-8.256316819571413,Zang
OC(=O)COc1[n]c(Cl)c(Cl)cc1Cl,"InChI=1S/C7H4Cl3NO3/c8-3-1-4(9)7(11-6(3)10)14-2-5(12)13/h1H,2H2,(H,12,13)",-10.082823402210222,Zang
OC(=O)c1cccc(Br)c1,"InChI=1S/C7H5BrO2/c8-6-3-1-2-5(4-6)7(9)10/h1-4H,(H,9,10)",-7.644893400521033,Zang
OC(=O)c1ccc(Br)cc1,"InChI=1S/C7H5BrO2/c8-6-3-1-5(2-4-6)7(9)10/h1-4H,(H,9,10)",-7.826590625072873,Zang
ClC(Cl)(Cl)c1ccccc1,"InChI=1S/C7H5Cl3/c8-7(9,10)6-4-2-1-3-5-6/h1-5H",-1.4783565606709672,Zang
COc1c(O)cc(Cl)c(Cl)c1Cl,"InChI=1S/C7H5Cl3O2/c1-12-7-4(11)2-3(8)5(9)6(7)10/h2,11H,1H3",-3.972947765818601,Zang
OC(=O)c1ccccc1Cl,"InChI=1S/C7H5ClO2/c8-6-4-2-1-3-5(6)7(9)10/h1-4H,(H,9,10)",-7.592863160806788,Zang
Cc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H5N3O6/c1-4-6(9(13)14)2-5(8(11)12)3-7(4)10(15)16/h2-3H,1H3",-8.339674166967011,Zang
[O-][N+](=O)c1cccc(c1)C=O,InChI=1S/C7H5NO3/c9-5-6-2-1-3-7(4-6)8(10)11/h1-5H,-6.050071209908222,Zang
[O-][N+](=O)c1ccccc1C=O,InChI=1S/C7H5NO3/c9-5-6-3-1-2-4-7(6)8(10)11/h1-5H,-5.723588265942136,Zang
[O-][N+](=O)c1cc(ccc1O)C=O,"InChI=1S/C7H5NO4/c9-4-5-1-2-7(10)6(3-5)8(11)12/h1-4,10H",-5.95105030867195,Zang
Cc1cc(Cl)c(Cl)cc1,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)7(9)4-5/h2-4H,1H3",-1.3331622268087044,Zang
ClC(Cl)c1ccccc1,"InChI=1S/C7H6Cl2/c8-7(9)6-4-2-1-3-5-6/h1-5,7H",-2.435331597928258,Zang
Cc1cc(O)c(cc1Cl)[N+]([O-])=O,"InChI=1S/C7H6ClNO3/c1-4-2-7(10)6(9(11)12)3-5(4)8/h2-3,10H,1H3",-4.015579873228441,Zang
Cc1c(cccc1[N+]([O-])=O)[N+]([O-])=O,"InChI=1S/C7H6N2O4/c1-5-6(8(10)11)3-2-4-7(5)9(12)13/h2-4H,1H3",-6.150317954488548,Zang
OC(=O)c1ccccc1,"InChI=1S/C7H6O2/c8-7(9)6-4-2-1-3-5-6/h1-5H,(H,8,9)",-7.857645323122212,Zang
Oc1ccc(cc1)C(O)=O,"InChI=1S/C7H6O3/c8-6-3-1-5(2-4-6)7(9)10/h1-4,8H,(H,9,10)",-13.000466765872108,Zang
Oc1ccccc1C(O)=O,"InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)",-8.94224427297701,Zang
Cc1cc(Br)ccc1,"InChI=1S/C7H7Br/c1-6-3-2-4-7(8)5-6/h2-5H,1H3",-0.7646433248001729,Zang
Cc1ccc(Cl)cc1,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",-1.0382788001559802,Zang
COP(=S)(Oc1[n]c(Cl)c(Cl)cc1Cl)OC,"InChI=1S/C7H7Cl3NO3PS/c1-12-15(16,13-2)14-7-5(9)3-4(8)6(10)11-7/h3H,1-2H3",-5.1960670135513745,Zang
Cc1cc(Cl)ccc1O,"InChI=1S/C7H7ClO/c1-5-4-6(8)2-3-7(5)9/h2-4,9H,1H3",-5.907056153102052,Zang
O=CNc1ccccc1,"InChI=1S/C7H7NO/c9-6-8-7-4-2-1-3-5-7/h1-6H,(H,8,9)",-8.224308687810034,Zang
COc1ccccc1[N+]([O-])=O,"InChI=1S/C7H7NO3/c1-11-7-5-3-2-4-6(7)8(9)10/h2-5H,1H3",-6.477618127350669,Zang
NCc1ccccc1,"InChI=1S/C7H9N/c8-6-7-4-2-1-3-5-7/h1-5H,6,8H2",-7.3880111175339485,Zang
OCCOc1ccccc1,"InChI=1S/C8H10O2/c9-6-7-10-8-4-2-1-3-5-8/h1-5,9H,6-7H2",-7.777284481678746,Zang
C=CCN(CC=C)C(=O)C(Cl)Cl,"InChI=1S/C8H11Cl2NO/c1-3-5-11(6-4-2)8(12)7(9)10/h3-4,7H,1-2,5-6H2",-6.635751918733493,Zang
Cc1cc(C)[n]c(C)c1,"InChI=1S/C8H11N/c1-6-4-7(2)9-8(3)5-6/h4-5H,1-3H3",-4.674538773064873,Zang
C=CC1CC=CCC1,"InChI=1S/C8H12/c1-2-8-6-4-3-5-7-8/h2-4,8H,1,5-7H2",0.3570033350082217,Zang
C=CCN(CC=C)C(=O)CCl,"InChI=1S/C8H12ClNO/c1-3-5-10(6-4-2)8(11)7-9/h3-4H,1-2,5-7H2",-7.288309192217647,Zang
CCOP(=S)(Oc1c[n]cc[n]1)OCC,"InChI=1S/C8H13N2O3PS/c1-3-11-14(15,12-4-2)13-8-7-9-5-6-10-8/h5-7H,3-4H2,1-2H3",-6.066551992644932,Zang
CN1CC(=CCC1)C(=O)OC,"InChI=1S/C8H13NO2/c1-9-5-3-4-7(6-9)8(10)11-2/h4H,3,5-6H2,1-2H3",-8.417310912090361,Zang
CCNc1[n]c(Cl)[n]c(NC(C)C)[n]1,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",-9.426997213141926,Zang
CCN(CC)C(=S)SCC(=C)Cl,"InChI=1S/C8H14ClNS2/c1-4-10(5-2)8(11)12-6-7(3)9/h3-6H2,1-2H3",-4.8716271418253765,Zang
CSC1=NN=C(C(=O)N1N)C(C)(C)C,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3",-11.421580538731986,Zang
CC(=C)C(=O)OCCCC,"InChI=1S/C8H14O2/c1-4-5-6-10-8(9)7(2)3/h2,4-6H2,1,3H3",-2.3056646130906633,Zang
CC(=C)C(=O)OCC(C)C,"InChI=1S/C8H14O2/c1-6(2)5-10-8(9)7(3)4/h6H,3,5H2,1-2,4H3",-2.274882324673336,Zang
OC(=O)CCCCCCC(O)=O,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)",-13.131087184421746,Zang
CNc1[n]c([n]c(NC(C)C)[n]1)SC,"InChI=1S/C8H15N5S/c1-5(2)10-7-11-6(9-3)12-8(13-7)14-4/h5H,1-4H3,(H2,9,10,11,12,13)",-10.493208512835931,Zang
C1CCCCCCC1,InChI=1S/C8H16/c1-2-4-6-8-7-5-3-1/h1-8H2,0.8500647689494959,Zang
CCC1CCCCC1,"InChI=1S/C8H16/c1-2-8-6-4-3-5-7-8/h8H,2-7H2,1H3",1.4847792115368823,Zang
CC1CC(C)(C)CC1,"InChI=1S/C8H16/c1-7-4-5-8(2,3)6-7/h7H,4-6H2,1-3H3",1.7093809531305726,Zang
CC1CCCCC1C,"InChI=1S/C8H16/c1-7-5-3-4-6-8(7)2/h7-8H,3-6H2,1-2H3",1.2165011256106348,Zang
CCCCCCCC(O)=O,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)",-6.044350607635975,Zang
CCCCC(CC)C(O)=O,"InChI=1S/C8H16O2/c1-3-5-6-7(4-2)8(9)10/h7H,3-6H2,1-2H3,(H,9,10)",-5.3582869494143734,Zang
CCCC(=O)OCCCC,"InChI=1S/C8H16O2/c1-3-5-7-10-8(9)6-4-2/h3-7H2,1-2H3",-2.1130710032583537,Zang
CC(C)CC(C)OC(C)=O,"InChI=1S/C8H16O2/c1-6(2)5-7(3)10-8(4)9/h6-7H,5H2,1-4H3",-2.2092316033585027,Zang
CCCCC(CCl)CC,"InChI=1S/C8H17Cl/c1-3-5-6-8(4-2)7-9/h8H,3-7H2,1-2H3",-1.386418309867001,Zang
CCCCC(C)CC,"InChI=1S/C8H18/c1-4-6-7-8(3)5-2/h8H,4-7H2,1-3H3",2.9722720071370614,Zang
CC[C@H](C)C(C)(C)C,"InChI=1S/C8H18/c1-6-7(2)8(3,4)5/h7H,6H2,1-5H3/t7-/m0/s1",2.6088775580333823,Zang
CCCCC(CO)CC,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",-3.9030746952075868,Zang
CCCCCCOCCO,"InChI=1S/C8H18O2/c1-2-3-4-5-7-10-8-6-9/h9H,2-8H2,1H3",-5.325325383940951,Zang
CCC(CO)C(O)CCC,"InChI=1S/C8H18O2/c1-3-5-8(10)7(4-2)6-9/h7-10H,3-6H2,1-2H3",-7.361859792860821,Zang
CC(C)(C)OOC(C)(C)C,"InChI=1S/C8H18O2/c1-7(2,3)9-10-8(4,5)6/h1-6H3",0.4026319483701901,Zang
CCOCCOCCOCC,"InChI=1S/C8H18O3/c1-3-9-5-7-11-8-6-10-4-2/h3-8H2,1-2H3",-7.27700419248916,Zang
CCCCC(CN)CC,"InChI=1S/C8H19N/c1-3-5-6-8(4-2)7-9/h8H,3-7,9H2,1-2H3",-3.2825255534848115,Zang
CCOP(=O)(SCCC)SCCC,"InChI=1S/C8H19O2PS2/c1-4-7-12-11(9,10-6-3)13-8-5-2/h4-8H2,1-3H3",-7.055807571295615,Zang
CCSCCSP(=S)(OCC)OCC,"InChI=1S/C8H19O2PS3/c1-4-9-11(12,10-5-2)14-8-7-13-6-3/h4-8H2,1-3H3",-5.521868933437433,Zang
NCCNCCNCCNCCN,"InChI=1S/C8H23N5/c9-1-3-11-5-7-13-8-6-12-4-2-10/h11-13H,1-10H2",-15.103741534634857,Zang
O=C1OCc2c1c(Cl)c(Cl)c(Cl)c2Cl,InChI=1S/C8H2Cl4O2/c9-4-2-1-14-8(13)3(2)5(10)7(12)6(4)11/h1H2,-9.370744624131497,Zang
O=C1OC(=O)c2ccccc12,InChI=1S/C8H4O3/c9-7-5-3-1-2-4-6(5)8(10)11-7/h1-4H,-8.414178201322226,Zang
OC(=O)COc1cc(Cl)c(Cl)cc1Cl,"InChI=1S/C8H5Cl3O3/c9-4-1-6(11)7(2-5(4)10)14-3-8(12)13/h1-2H,3H2,(H,12,13)",-7.8073857460160445,Zang
C#Cc1ccccc1,"InChI=1S/C8H6/c1-2-8-6-4-3-5-7-8/h1,3-7H",-2.1863491942695155,Zang
OC(=O)COc1ccc(Cl)cc1Cl,"InChI=1S/C8H6Cl2O3/c9-5-1-2-7(6(10)3-5)13-4-8(11)12/h1-3H,4H2,(H,11,12)",-7.952443875062303,Zang
O=Cc1cc2OCOc2cc1,"InChI=1S/C8H6O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-4H,5H2",-6.315943010751694,Zang
OC(=O)c1ccccc1C(O)=O,"InChI=1S/C8H6O4/c9-7(10)5-3-1-2-4-6(5)8(11)12/h1-4H,(H,9,10)(H,11,12)",-12.381552081941404,Zang
c1cccc2[s]ccc21,InChI=1S/C8H6S/c1-2-4-8-7(3-1)5-6-9-8/h1-6H,-2.5591417756776,Zang
c1cccc2[nH]ccc21,"InChI=1S/C8H7N/c1-2-4-8-7(3-1)5-6-9-8/h1-6,9H",-6.354897588129375,Zang
S=C=NCc1ccccc1,"InChI=1S/C8H7NS/c10-7-9-6-8-4-2-1-3-5-8/h1-5H,6H2",-4.014354029884388,Zang
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)OC,"InChI=1S/C8H8BrCl2O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",-2.829780745081276,Zang
COP(=S)(Oc1cc(Cl)c(I)cc1Cl)OC,"InChI=1S/C8H8Cl2IO3PS/c1-12-15(16,13-2)14-8-4-5(9)7(11)3-6(8)10/h3-4H,1-2H3",-5.089418642618773,Zang
COc1cc(Cl)c(cc1Cl)OC,"InChI=1S/C8H8Cl2O2/c1-11-7-3-6(10)8(12-2)4-5(7)9/h3-4H,1-2H3",-3.2403020605229895,Zang
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OC,"InChI=1S/C8H8Cl3O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3",-3.932222525832845,Zang
C1OC1c1ccccc1,"InChI=1S/C8H8O/c1-2-4-7(5-3-1)8-6-9-8/h1-5,8H,6H2",-4.343561070170592,Zang
COc1ccc(C=O)cc1,"InChI=1S/C8H8O2/c1-10-8-4-2-7(6-9)3-5-8/h2-6H,1H3",-5.788557963176939,Zang
Cc1ccc(cc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-2-4-7(5-3-6)8(9)10/h2-5H,1H3,(H,9,10)",-8.118341340957459,Zang
Cc1cc(ccc1)C(O)=O,"InChI=1S/C8H8O2/c1-6-3-2-4-7(5-6)8(9)10/h2-5H,1H3,(H,9,10)",-7.835171528481244,Zang
Cc1ccccc1C(O)=O,"InChI=1S/C8H8O2/c1-6-4-2-3-5-7(6)8(9)10/h2-5H,1H3,(H,9,10)",-7.34074804637991,Zang
OC(=O)Cc1ccccc1,"InChI=1S/C8H8O2/c9-8(10)6-7-4-2-1-3-5-7/h1-5H,6H2,(H,9,10)",-7.866226226530583,Zang
COC(=O)c1ccccc1O,"InChI=1S/C8H8O3/c1-11-8(10)6-4-2-3-5-7(6)9/h2-5,9H,1H3",-6.021331993730982,Zang
COc1cc(C=O)ccc1O,"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3",-9.609920281037818,Zang
CC(=O)C1C(=O)C=C(C)OC1=O,"InChI=1S/C8H8O4/c1-4-3-6(10)7(5(2)9)8(11)12-4/h3,7H,1-2H3",-8.097502004108563,Zang
COP(=S)(Oc1cc(Cl)c(cc1)[N+]([O-])=O)OC,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-6-3-4-8(10(11)12)7(9)5-6/h3-5H,1-2H3",-7.893058575283741,Zang
COP(=S)(Oc1ccc(cc1Cl)[N+]([O-])=O)OC,"InChI=1S/C8H9ClNO5PS/c1-13-16(17,14-2)15-8-4-3-6(10(11)12)5-7(8)9/h3-5H,1-2H3",-7.364311479548926,Zang
CC(=O)Nc1ccccc1,"InChI=1S/C8H9NO/c1-7(10)9-8-5-3-2-4-6-8/h2-6H,1H3,(H,9,10)",-9.095883305431638,Zang
Cc1cc(C=C)ccc1,"InChI=1S/C9H10/c1-3-9-6-4-5-8(2)7-9/h3-7H,1H2,2H3",-1.2468083734609774,Zang
Cc1ccc(C=C)cc1,"InChI=1S/C9H10/c1-3-9-6-4-8(2)5-7-9/h3-7H,1H2,2H3",-1.2100330731393902,Zang
CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,"InChI=1S/C9H10BrClN2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-9.188774989947646,Zang
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O/c1-13(2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-10.46910026040289,Zang
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,"InChI=1S/C9H10Cl2N2O2/c1-13(15-2)9(14)12-6-3-4-7(10)8(11)5-6/h3-5H,1-2H3,(H,12,14)",-8.979700597378626,Zang
COP(=S)(Oc1ccc(cc1)C#N)OC,"InChI=1S/C9H10NO3PS/c1-11-14(15,12-2)13-9-5-3-8(7-10)4-6-9/h3-6H,1-2H3",-4.970920452693659,Zang
CCC(=O)c1ccccc1,"InChI=1S/C9H10O/c1-2-9(10)8-6-4-3-5-7-8/h3-7H,2H2,1H3",-4.374479563403926,Zang
C(Oc1ccccc1)C1CO1,"InChI=1S/C9H10O2/c1-2-4-8(5-3-1)10-6-9-7-11-9/h1-5,9H,6-7H2",-6.0925671125020555,Zang
CC(=O)OCc1ccccc1,"InChI=1S/C9H10O2/c1-8(10)11-7-9-5-3-2-4-6-9/h2-6H,7H2,1H3",-4.543918354515237,Zang
OC(=O)CCc1ccccc1,"InChI=1S/C9H10O2/c10-9(11)7-6-8-4-2-1-3-5-8/h1-5H,6-7H2,(H,10,11)",-7.404900514718679,Zang
CN(OC)C(=O)Nc1ccc(Br)cc1,"InChI=1S/C9H11BrN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",-9.394035647668503,Zang
Cc1cc(Cl)c(OP(=S)(OC)OC)c(Cl)c1,"InChI=1S/C9H11Cl2O3PS/c1-6-4-7(10)9(8(11)5-6)14-15(16,12-2)13-3/h4-5H,1-3H3",-2.395287382022529,Zang
CN(C)C(=O)Nc1ccc(Cl)cc1,"InChI=1S/C9H11ClN2O/c1-12(2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",-10.394460021231666,Zang
CN(OC)C(=O)Nc1ccc(Cl)cc1,"InChI=1S/C9H11ClN2O2/c1-12(14-2)9(13)11-8-5-3-7(10)4-6-8/h3-6H,1-2H3,(H,11,13)",-7.8045254448799195,Zang
Cc1cc(ccc1)OC(O)=NC,"InChI=1S/C9H11NO2/c1-7-4-3-5-8(6-7)12-9(11)10-2/h3-6H,1-2H3,(H,10,11)",-7.39958852689445,Zang
COP(=O)(OC1C2CC=CC2C=1Cl)OC,"InChI=1S/C9H12ClO4P/c1-12-15(11,13-2)14-9-7-5-3-4-6(7)8(9)10/h3-4,6-7H,5H2,1-2H3",-7.029383836990475,Zang
Cc1ccc(C)c(O)c1C,"InChI=1S/C9H12O/c1-6-4-5-7(2)9(10)8(6)3/h4-5,10H,1-3H3",-5.165965749214075,Zang
Cc1cc(C)c(O)c(C)c1,"InChI=1S/C9H12O/c1-6-4-7(2)9(10)8(3)5-6/h4-5,10H,1-3H3",-5.4122240565527004,Zang
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,"InChI=1S/C9H13BrN2O2/c1-4-5(2)12-8(13)7(10)6(3)11-9(12)14/h5H,4H2,1-3H3,(H,11,14)",-11.272300060389544,Zang
CCNc1[n]c(Cl)[n]c(NC(C)(C)C#N)[n]1,"InChI=1S/C9H13ClN6/c1-4-12-7-13-6(10)14-8(15-7)16-9(2,3)5-11/h4H2,1-3H3,(H2,12,13,14,15,16)",-10.866682118324043,Zang
Cc1ccc(cc1)N(C)C,"InChI=1S/C9H13N/c1-8-4-6-9(7-5-8)10(2)3/h4-7H,1-3H3",-3.6791539776939253,Zang
CCCCCCCC#C,"InChI=1S/C9H16/c1-3-5-7-9-8-6-4-2/h1H,4-9H2,2H3",0.8465234437333431,Zang
CC(C)Nc1[n]c(Cl)[n]c(NC(C)C)[n]1,"InChI=1S/C9H16ClN5/c1-5(2)11-8-13-7(10)14-9(15-8)12-6(3)4/h5-6H,1-4H3,(H2,11,12,13,14,15)",-9.159490954506383,Zang
CCNc1[n]c(Cl)[n]c(NC(C)(C)C)[n]1,"InChI=1S/C9H16ClN5/c1-5-11-7-12-6(10)13-8(14-7)15-9(2,3)4/h5H2,1-4H3,(H2,11,12,13,14,15)",-7.924249478149086,Zang
CCOC(=O)CCCC(=O)OCC,"InChI=1S/C9H16O4/c1-3-12-8(10)6-5-7-9(11)13-4-2/h3-7H2,1-2H3",-5.083561835530521,Zang
OC(=O)CCCCCCCC(O)=O,"InChI=1S/C9H16O4/c10-8(11)6-4-2-1-3-5-7-9(12)13/h1-7H2,(H,10,11)(H,12,13)",-14.090786317999152,Zang
CC(C)[n]1[n]c([n]c1Cl)OP(=S)(OCC)OCC,"InChI=1S/C9H17ClN3O3PS/c1-5-14-17(18,15-6-2)16-9-11-8(10)13(12-9)7(3)4/h7H,5-6H2,1-4H3",-6.823305950373585,Zang
CC1CC(C)(C)CCC1,"InChI=1S/C9H18/c1-8-5-4-6-9(2,3)7-8/h8H,4-7H2,1-3H3",2.203532025599893,Zang
CC(C)CC(=O)CC(C)C,"InChI=1S/C9H18O/c1-7(2)5-9(10)6-8(3)4/h7-8H,5-6H2,1-4H3",-3.1607584479755575,Zang
CCCCCCCCC(O)=O,"InChI=1S/C9H18O2/c1-2-3-4-5-6-7-8-9(10)11/h2-8H2,1H3,(H,10,11)",-5.864424045692213,Zang
CCSC(=O)N(CCC)CCC,"InChI=1S/C9H19NOS/c1-4-7-10(8-5-2)9(11)12-6-3/h4-8H2,1-3H3",-4.33933872087441,Zang
CCCCCCC[C@H](C)O,"InChI=1S/C9H20O/c1-3-4-5-6-7-8-9(2)10/h9-10H,3-8H2,1-2H3/t9-/m0/s1",-3.6713903031815898,Zang
CC(C)CC(O)CC(C)C,"InChI=1S/C9H20O/c1-7(2)5-9(10)6-8(3)4/h7-10H,5-6H2,1-4H3",-3.5804054860896644,Zang
CCCN(CCC)CCC,"InChI=1S/C9H21N/c1-4-7-10(8-5-2)9-6-3/h4-9H2,1-3H3",-2.462708765945439,Zang
CC(C)(C)SCSP(=S)(OCC)OCC,"InChI=1S/C9H21O2PS3/c1-6-10-12(13,11-7-2)15-8-14-9(3,4)5/h6-8H2,1-5H3",-4.098392401360013,Zang
Clc1ccccc1Nc1[n]c(Cl)[n]c(Cl)[n]1,"InChI=1S/C9H5Cl3N4/c10-5-3-1-2-4-6(5)13-9-15-7(11)14-8(12)16-9/h1-4H,(H,13,14,15,16)",-10.814243264161778,Zang
O=C1C=Cc2ccccc2O1,InChI=1S/C9H6O2/c10-9-6-5-7-3-1-2-4-8(7)11-9/h1-6H,-7.344016961964052,Zang
c1[n]ccc2ccccc21,InChI=1S/C9H7N/c1-2-4-9-7-10-6-5-8(9)3-1/h1-7H,-5.404868996488383,Zang
